Month;Day;Hour;Minute;Second;Sensor;Value
1;6;9;46;27;9;32687,38
1;6;9;46;27;12;35444,15
1;6;9;46;27;1;0,00
1;6;9;46;27;8;0,00
1;6;9;46;27;11;0,00
1;6;9;46;27;4;78,32
1;6;9;46;27;15;-12,20
1;6;9;46;27;18;-11,44
1;6;9;46;27;19;-11,03
1;6;9;48;5;16;8,90
1;6;10;1;54;16;14,07
1;6;10;31;27;6;19,00
1;6;10;43;57;3;95,00
1;6;10;46;38;-1;80,00
1;6;10;51;6;5;92,00
1;6;10;51;6;14;20,00
1;6;10;51;6;13;105,00
1;6;10;51;6;2;79980,17
1;6;10;51;6;9;79340,33
1;6;10;51;6;12;75581,26
1;6;10;51;6;1;0,00
1;6;10;51;6;8;0,00
1;6;10;51;6;11;0,00
1;6;10;51;6;4;73,39
1;6;10;51;6;15;-9,40
1;6;10;51;6;18;-9,54
1;6;10;51;6;19;-9,20
1;6;11;24;27;-1;80,00
1;6;11;34;52;16;10,90
1;6;11;38;41;5;38,00
1;6;11;38;41;14;0,00
1;6;11;38;41;13;42,00
1;6;11;38;41;2;79248,06
1;6;11;38;41;9;76078,14
1;6;11;38;41;12;72828,97
1;6;11;38;41;1;0,00
1;6;11;38;41;8;0,00
1;6;11;38;41;11;0,00
1;6;11;38;41;4;79,92
1;6;11;38;41;15;-6,61
1;6;11;38;41;18;-6,90
1;6;11;38;41;19;-6,22
1;6;11;38;56;3;92,00
1;6;11;45;20;6;0,00
1;6;12;9;24;-1;80,00
1;6;12;13;8;3;90,77
1;6;12;20;25;6;0,00
1;6;12;37;0;5;0,00
1;6;12;37;0;14;8,00
1;6;12;37;0;13;0,00
1;6;12;37;0;2;83412,15
1;6;12;37;0;9;84830,16
1;6;12;37;0;12;85497,46
1;6;12;37;0;1;0,00
1;6;12;37;0;8;0,00
1;6;12;37;0;11;0,00
1;6;12;37;0;4;75,17
1;6;12;37;0;15;-6,40
1;6;12;37;0;18;-6,09
1;6;12;37;0;19;-5,68
1;6;12;44;46;16;9,95
1;6;13;21;22;-1;80,00
1;6;13;26;1;16;9,44
1;6;13;35;53;5;0,00
1;6;13;35;53;14;53,00
1;6;13;35;53;13;14,00
1;6;13;35;53;2;90804,07
1;6;13;35;53;9;93891,41
1;6;13;35;53;12;96524,73
1;6;13;35;53;1;0,00
1;6;13;35;53;8;0,00
1;6;13;35;53;11;0,00
1;6;13;35;53;4;73,77
1;6;13;35;53;15;-6,03
1;6;13;35;53;18;-6,36
1;6;13;35;53;19;-6,90
1;6;13;36;35;3;90,21
1;6;13;38;18;6;39,00
1;6;14;24;22;6;14,00
1;6;14;24;50;3;91,78
1;6;14;26;11;-1;80,00
1;6;14;33;23;16;10,44
1;6;14;34;44;5;0,00
1;6;14;34;44;14;2,00
1;6;14;34;44;13;12,00
1;6;14;34;44;2;76072,09
1;6;14;34;44;9;81929,64
1;6;14;34;44;12;69605,96
1;6;14;34;44;1;0,00
1;6;14;34;44;8;0,00
1;6;14;34;44;11;0,00
1;6;14;34;44;4;73,39
1;6;14;34;44;15;-5,57
1;6;14;34;44;18;-5,18
1;6;14;34;44;19;-5,44
1;6;15;11;6;6;0,00
1;6;15;14;37;-1;80,00
1;6;15;21;50;16;11,77
1;6;15;47;41;3;92,71
1;6;15;53;57;5;30,00
1;6;15;53;57;14;0,00
1;6;15;53;57;13;44,00
1;6;15;53;57;2;99470,00
1;6;15;53;57;9;100066,82
1;6;15;53;57;12;90816,11
1;6;15;53;57;1;0,00
1;6;15;53;57;8;0,00
1;6;15;53;57;11;0,00
1;6;15;53;57;4;76,24
1;6;15;53;57;15;-4,54
1;6;15;53;57;18;-4,11
1;6;15;53;57;19;-4,39
1;6;16;9;56;16;13,35
1;6;16;29;53;3;93,21
1;6;16;37;57;-1;80,00
1;6;16;50;39;5;0,00
1;6;16;50;39;14;0,00
1;6;16;50;39;13;1,00
1;6;16;50;39;2;81920,03
1;6;16;50;39;9;78643,23
1;6;16;50;39;12;78069,79
1;6;16;50;39;1;0,00
1;6;16;50;39;8;0,00
1;6;16;50;39;11;0,00
1;6;16;50;39;4;80,47
1;6;16;50;39;15;-2,53
1;6;16;50;39;18;-2,68
1;6;16;50;39;19;-2,56
1;6;16;58;53;6;0,00
1;6;17;0;1;16;14,07
1;6;17;7;59;3;94,29
1;6;17;19;22;-1;80,00
1;6;17;37;47;5;0,00
1;6;17;37;47;14;0,00
1;6;17;37;47;13;0,00
1;6;17;37;47;2;50050,01
1;6;17;37;47;9;49999,96
1;6;17;37;47;12;50700,66
1;6;17;37;47;1;0,00
1;6;17;37;47;8;0,00
1;6;17;37;47;11;0,00
1;6;17;37;47;4;79,02
1;6;17;37;47;15;-2,65
1;6;17;37;47;18;-2,54
1;6;17;37;47;19;-2,74
1;6;17;50;19;6;0,00
1;6;18;8;19;5;0,00
1;6;18;8;19;14;0,00
1;6;18;8;19;13;12,00
1;6;18;8;19;2;20980,07
1;6;18;8;19;9;21084,97
1;6;18;8;19;12;20623,41
1;6;18;8;19;1;0,00
1;6;18;8;19;8;0,00
1;6;18;8;19;11;0,00
1;6;18;8;19;4;84,52
1;6;18;8;19;15;-0,70
1;6;18;8;19;18;-0,72
1;6;18;8;19;19;-0,79
1;6;18;42;50;-1;80,00
1;6;18;43;31;3;93,81
1;6;18;45;7;6;0,00
1;6;18;45;25;16;12,97
1;6;19;19;50;-1;60,00
1;6;19;45;54;5;0,00
1;6;19;45;54;14;0,00
1;6;19;45;54;13;15,00
1;6;19;45;54;2;0,02
1;6;19;45;54;9;0,02
1;6;19;45;54;12;0,02
1;6;19;45;54;1;0,00
1;6;19;45;54;8;0,00
1;6;19;45;54;11;0,00
1;6;19;45;54;4;82,76
1;6;19;45;54;15;-1,35
1;6;19;45;54;18;-1,43
1;6;19;45;54;19;-1,40
1;6;19;49;2;3;90,31
1;6;19;56;34;16;11,77
1;6;19;58;54;6;0,00
1;6;20;18;37;16;9,95
1;6;20;29;25;5;0,00
1;6;20;29;25;14;7,00
1;6;20;29;25;13;6,00
1;6;20;29;25;2;0,08
1;6;20;29;25;9;0,08
1;6;20;29;25;12;0,08
1;6;20;29;25;1;0,00
1;6;20;29;25;8;0,00
1;6;20;29;25;11;0,00
1;6;20;29;25;4;81,76
1;6;20;29;25;15;-4,99
1;6;20;29;25;18;-4,74
1;6;20;29;25;19;-4,74
1;6;20;31;21;6;0,00
1;6;20;33;31;-1;60,00
1;6;20;49;24;3;88,74
1;6;21;3;32;6;24,00
1;6;21;19;54;-1;50,00
1;6;21;42;36;16;7,71
1;6;21;54;43;5;34,00
1;6;21;54;43;14;16,00
1;6;21;54;43;13;36,00
1;6;21;54;43;2;0,19
1;6;21;54;43;9;0,19
1;6;21;54;43;12;0,18
1;6;21;54;43;1;0,00
1;6;21;54;43;8;0,00
1;6;21;54;43;11;0,00
1;6;21;54;43;4;71,65
1;6;21;54;43;15;-4,87
1;6;21;54;43;18;-4,59
1;6;21;54;43;19;-4,97
1;6;21;56;21;3;86,68
1;6;22;2;19;6;0,00
1;6;22;17;10;3;86,64
1;6;22;27;0;16;6,29
1;6;22;29;37;5;77,00
1;6;22;29;37;14;0,00
1;6;22;29;37;13;76,00
1;6;22;29;37;2;0,11
1;6;22;29;37;9;0,11
1;6;22;29;37;12;0,11
1;6;22;29;37;1;0,00
1;6;22;29;37;8;0,00
1;6;22;29;37;11;0,00
1;6;22;29;37;4;79,68
1;6;22;29;37;15;-6,64
1;6;22;29;37;18;-6,45
1;6;22;29;37;19;-5,93
1;6;22;40;8;-1;60,00
1;6;23;4;23;6;0,00
1;6;23;10;28;3;83,66
1;6;23;21;49;5;0,00
1;6;23;21;49;14;0,00
1;6;23;21;49;13;15,00
1;6;23;21;49;2;0,13
1;6;23;21;49;9;0,12
1;6;23;21;49;12;0,14
1;6;23;21;49;1;0,00
1;6;23;21;49;8;0,00
1;6;23;21;49;11;0,00
1;6;23;21;49;4;85,08
1;6;23;21;49;15;-8,05
1;6;23;21;49;18;-8,74
1;6;23;21;49;19;-9,16
1;6;23;29;12;-1;60,00
1;6;23;52;41;16;4,45
1;7;0;14;23;6;0,00
1;7;0;14;59;5;0,00
1;7;0;14;59;14;1,00
1;7;0;14;59;13;0,00
1;7;0;14;59;2;0,15
1;7;0;14;59;9;0,14
1;7;0;14;59;12;0,16
1;7;0;14;59;1;0,00
1;7;0;14;59;8;0,00
1;7;0;14;59;11;0,00
1;7;0;14;59;4;85,06
1;7;0;14;59;15;-10,71
1;7;0;14;59;18;-10,90
1;7;0;14;59;19;-10,73
1;7;0;50;8;16;6,43
1;7;0;53;53;-1;50,00
1;7;0;54;42;3;86,60
1;7;1;0;31;5;85,00
1;7;1;0;31;14;8,00
1;7;1;0;31;13;75,00
1;7;1;0;31;2;0,21
1;7;1;0;31;9;0,22
1;7;1;0;31;12;0,21
1;7;1;0;31;1;0,00
1;7;1;0;31;8;0,00
1;7;1;0;31;11;0,00
1;7;1;0;31;4;75,52
1;7;1;0;31;15;-12,65
1;7;1;0;31;18;-12,90
1;7;1;0;31;19;-11,83
1;7;1;11;43;3;83,59
1;7;1;28;59;6;0,00
1;7;1;52;50;-1;50,00
1;7;1;54;54;16;4,98
1;7;2;0;10;3;84,37
1;7;2;0;32;5;0,00
1;7;2;0;32;14;0,00
1;7;2;0;32;13;2,00
1;7;2;0;32;2;0,03
1;7;2;0;32;9;0,03
1;7;2;0;32;12;0,03
1;7;2;0;32;1;0,00
1;7;2;0;32;8;0,00
1;7;2;0;32;11;0,00
1;7;2;0;32;4;86,02
1;7;2;0;32;15;-13,15
1;7;2;0;32;18;-14,16
1;7;2;0;32;19;-14,62
1;7;2;8;44;-1;60,00
1;7;2;24;40;6;1,00
1;7;2;41;31;16;4,55
1;7;3;7;31;-1;60,00
1;7;3;9;9;5;0,00
1;7;3;9;9;14;10,00
1;7;3;9;9;13;6,00
1;7;3;9;9;2;0,09
1;7;3;9;9;9;0,09
1;7;3;9;9;12;0,08
1;7;3;9;9;1;0,00
1;7;3;9;9;8;0,00
1;7;3;9;9;11;0,00
1;7;3;9;9;4;80,04
1;7;3;9;9;15;-11,85
1;7;3;9;9;18;-10,67
1;7;3;9;9;19;-10,04
1;7;3;15;16;6;0,00
1;7;3;51;23;3;86,31
1;7;3;53;24;16;5,38
1;7;4;0;13;-1;60,00
1;7;4;13;46;6;20,00
1;7;4;14;41;16;8,14
1;7;4;19;53;5;0,00
1;7;4;19;53;14;14,00
1;7;4;19;53;13;12,00
1;7;4;19;53;2;0,00
1;7;4;19;53;9;0,00
1;7;4;19;53;12;0,00
1;7;4;19;53;1;0,00
1;7;4;19;53;8;0,00
1;7;4;19;53;11;0,00
1;7;4;19;53;4;76,77
1;7;4;19;53;15;-11,90
1;7;4;19;53;18;-12,78
1;7;4;19;53;19;-13,04
1;7;4;22;35;3;88,12
1;7;5;10;58;3;91,67
1;7;5;16;28;5;0,00
1;7;5;16;28;14;47,00
1;7;5;16;28;13;12,00
1;7;5;16;28;2;0,07
1;7;5;16;28;9;0,07
1;7;5;16;28;12;0,07
1;7;5;16;28;1;0,00
1;7;5;16;28;8;0,00
1;7;5;16;28;11;0,00
1;7;5;16;28;4;86,08
1;7;5;16;28;15;-12,65
1;7;5;16;28;18;-11,99
1;7;5;16;28;19;-12,30
1;7;5;42;31;6;56,00
1;7;5;42;48;-1;70,00
1;7;5;56;18;16;11,14
1;7;6;0;15;3;103,34
1;7;6;7;25;5;75,00
1;7;6;7;25;14;36,00
1;7;6;7;25;13;71,00
1;7;6;7;25;2;9940,05
1;7;6;7;25;9;10526,51
1;7;6;7;25;12;10596,09
1;7;6;7;25;1;0,00
1;7;6;7;25;8;0,00
1;7;6;7;25;11;0,00
1;7;6;7;25;4;71,03
1;7;6;7;25;15;-12,45
1;7;6;7;25;18;-13,56
1;7;6;7;25;19;-14,85
1;7;6;16;2;6;26,00
1;7;6;34;33;16;23,20
1;7;6;45;12;-1;80,00
1;7;7;0;9;6;58,00
1;7;7;9;49;16;28,77
1;7;7;30;41;-1;80,00
1;7;7;40;44;3;107,83
1;7;7;58;48;5;0,00
1;7;7;58;48;14;62,00
1;7;7;58;48;13;0,00
1;7;7;58;48;2;16200,01
1;7;7;58;48;9;16070,41
1;7;7;58;48;12;14661,01
1;7;7;58;48;1;0,00
1;7;7;58;48;8;0,00
1;7;7;58;48;11;0,00
1;7;7;58;48;4;72,95
1;7;7;58;48;15;-12,54
1;7;7;58;48;18;-11,80
1;7;7;58;48;19;-11,52
1;7;8;15;23;-1;80,00
1;7;8;28;55;6;60,00
1;7;8;37;25;5;30,00
1;7;8;37;25;14;56,00
1;7;8;37;25;13;40,00
1;7;8;37;25;2;15276,06
1;7;8;37;25;9;15321,88
1;7;8;37;25;12;15169,12
1;7;8;37;25;1;0,00
1;7;8;37;25;8;0,00
1;7;8;37;25;11;0,00
1;7;8;37;25;4;86,35
1;7;8;37;25;15;-12,75
1;7;8;37;25;18;-13,46
1;7;8;37;25;19;-13,49
1;7;8;55;14;16;28,05
1;7;8;56;13;3;107,65
1;7;9;11;10;16;26,53
1;7;9;14;24;3;107,18
1;7;9;41;9;-1;80,00
1;7;9;48;15;5;98,00
1;7;9;48;15;14;68,00
1;7;9;48;15;13;83,00
1;7;9;48;15;2;41472,05
1;7;9;48;15;9;42799,15
1;7;9;48;15;12;40476,72
1;7;9;48;15;1;0,00
1;7;9;48;15;8;0,00
1;7;9;48;15;11;0,00
1;7;9;48;15;4;85,91
1;7;9;48;15;15;-11,30
1;7;9;48;15;18;-11,39
1;7;9;48;15;19;-10,58
1;7;9;58;46;6;71,00
1;7;10;27;43;16;24,07
1;7;10;30;31;5;0,00
1;7;10;30;31;14;0,00
1;7;10;30;31;13;4,00
1;7;10;30;31;2;43841,76
1;7;10;30;31;9;46559,95
1;7;10;30;31;12;47612,15
1;7;10;30;31;1;530,00
1;7;10;30;31;8;552,26
1;7;10;30;31;11;604,72
1;7;10;30;31;4;81,72
1;7;10;30;31;15;-10,05
1;7;10;30;31;18;-10,51
1;7;10;30;31;19;-9,58
1;7;10;31;12;-1;80,00
1;7;10;37;1;6;3,00
1;7;10;48;56;3;105,21
1;7;11;20;39;16;22,29
1;7;11;21;43;5;0,00
1;7;11;21;43;14;11,00
1;7;11;21;43;13;0,00
1;7;11;21;43;2;59528,07
1;7;11;21;43;9;58099,40
1;7;11;21;43;12;57980,34
1;7;11;21;43;1;139,00
1;7;11;21;43;8;141,22
1;7;11;21;43;11;127,10
1;7;11;21;43;4;82,81
1;7;11;21;43;15;-9,85
1;7;11;21;43;18;-10,84
1;7;11;21;43;19;-10,64
1;7;11;28;52;6;1,00
1;7;11;40;39;3;102,08
1;7;11;47;13;-1;80,00
1;7;12;30;36;5;0,00
1;7;12;30;36;14;0,00
1;7;12;30;36;13;5,00
1;7;12;30;36;2;73554,15
1;7;12;30;36;9;74510,35
1;7;12;30;36;12;80762,45
1;7;12;30;36;1;0,00
1;7;12;30;36;8;0,00
1;7;12;30;36;11;0,00
1;7;12;30;36;4;85,40
1;7;12;30;36;15;-10,31
1;7;12;30;36;18;-10,91
1;7;12;30;36;19;-11,65
1;7;12;33;25;-1;80,00
1;7;12;34;46;6;0,00
1;7;12;37;50;16;20,35
1;7;12;49;12;3;99,40
1;7;13;7;12;16;19,30
1;7;13;26;32;5;0,00
1;7;13;26;32;14;29,00
1;7;13;26;32;13;0,00
1;7;13;26;32;2;102885,03
1;7;13;26;32;9;107000,43
1;7;13;26;32;12;105868,70
1;7;13;26;32;1;0,00
1;7;13;26;32;8;0,00
1;7;13;26;32;11;0,00
1;7;13;26;32;4;79,46
1;7;13;26;32;15;-9,81
1;7;13;26;32;18;-9,89
1;7;13;26;32;19;-9,97
1;7;13;38;18;-1;60,00
1;7;13;41;29;6;34,00
1;7;13;53;6;3;97,99
1;7;14;3;19;3;102,43
1;7;14;7;55;6;0,00
1;7;14;8;5;5;0,00
1;7;14;8;5;14;0,00
1;7;14;8;5;13;10,00
1;7;14;8;5;2;100200,05
1;7;14;8;5;9;96793,25
1;7;14;8;5;12;94087,85
1;7;14;8;5;1;0,00
1;7;14;8;5;8;0,00
1;7;14;8;5;11;0,00
1;7;14;8;5;4;76,35
1;7;14;8;5;15;-6,70
1;7;14;8;5;18;-6,84
1;7;14;8;5;19;-7,18
1;7;14;15;56;16;21,34
1;7;14;39;36;-1;80,00
1;7;15;23;56;3;103,53
1;7;15;25;0;5;78,00
1;7;15;25;0;14;0,00
1;7;15;25;0;13;87,00
1;7;15;25;0;2;103700,12
1;7;15;25;0;9;101522,42
1;7;15;25;0;12;101937,22
1;7;15;25;0;1;0,00
1;7;15;25;0;8;0,00
1;7;15;25;0;11;0,00
1;7;15;25;0;4;86,04
1;7;15;25;0;15;-4,01
1;7;15;25;0;18;-4,15
1;7;15;25;0;19;-4,55
1;7;15;39;22;16;24,07
1;7;15;43;32;-1;80,00
1;7;15;54;55;6;0,00
1;7;16;1;6;5;0,00
1;7;16;1;6;14;37,00
1;7;16;1;6;13;0,00
1;7;16;1;6;2;85205,02
1;7;16;1;6;9;91084,16
1;7;16;1;6;12;83074,89
1;7;16;1;6;1;0,00
1;7;16;1;6;8;0,00
1;7;16;1;6;11;0,00
1;7;16;1;6;4;74,35
1;7;16;1;6;15;-2,95
1;7;16;1;6;18;-3,08
1;7;16;1;6;19;-3,01
1;7;16;33;14;-1;80,00
1;7;16;38;36;3;106,05
1;7;16;46;14;6;22,00
1;7;16;46;21;16;27,30
1;7;17;2;49;16;28,77
1;7;17;9;29;6;0,00
1;7;17;26;8;3;108,17
1;7;17;55;29;5;103,00
1;7;17;55;29;14;0,00
1;7;17;55;29;13;88,00
1;7;17;55;29;2;51200,16
1;7;17;55;29;9;53350,56
1;7;17;55;29;12;54886,57
1;7;17;55;29;1;0,00
1;7;17;55;29;8;0,00
1;7;17;55;29;11;0,00
1;7;17;55;29;4;76,32
1;7;17;55;29;15;-0,98
1;7;17;55;29;18;-0,91
1;7;17;55;29;19;-0,94
1;7;17;59;21;-1;80,00
1;7;18;4;1;5;0,00
1;7;18;4;1;14;0,00
1;7;18;4;1;13;12,00
1;7;18;4;1;2;21520,12
1;7;18;4;1;9;20035,23
1;7;18;4;1;12;22940,44
1;7;18;4;1;1;0,00
1;7;18;4;1;8;0,00
1;7;18;4;1;11;0,00
1;7;18;4;1;4;74,95
1;7;18;4;1;15;-1,94
1;7;18;4;1;18;-1,79
1;7;18;4;1;19;-1,70
1;7;18;7;18;6;0,00
1;7;18;11;50;16;26,53
1;7;18;20;14;3;107,51
1;7;18;22;1;-1;80,00
1;7;19;3;33;-1;60,00
1;7;19;9;27;3;103,71
1;7;19;43;47;6;24,00
1;7;19;52;28;16;24,07
1;7;19;57;44;5;0,00
1;7;19;57;44;14;19,00
1;7;19;57;44;13;0,00
1;7;19;57;44;2;0,19
1;7;19;57;44;9;0,19
1;7;19;57;44;12;0,18
1;7;19;57;44;1;0,00
1;7;19;57;44;8;0,00
1;7;19;57;44;11;0,00
1;7;19;57;44;4;83,47
1;7;19;57;44;15;-4,09
1;7;19;57;44;18;-3,82
1;7;19;57;44;19;-3,82
1;7;20;0;38;16;20,35
1;7;20;13;28;5;102,00
1;7;20;13;28;14;2,00
1;7;20;13;28;13;89,00
1;7;20;13;28;2;0,09
1;7;20;13;28;9;0,10
1;7;20;13;28;12;0,09
1;7;20;13;28;1;0,00
1;7;20;13;28;8;0,00
1;7;20;13;28;11;0,00
1;7;20;13;28;4;71,71
1;7;20;13;28;15;-6,38
1;7;20;13;28;18;-6,33
1;7;20;13;28;19;-5,81
1;7;20;19;54;-1;60,00
1;7;20;41;8;6;0,00
1;7;20;41;21;3;101,66
1;7;21;21;25;-1;60,00
1;7;21;21;53;3;95,79
1;7;21;31;40;6;0,00
1;7;21;39;36;16;15,76
1;7;21;42;42;5;0,00
1;7;21;42;42;14;1,00
1;7;21;42;42;13;0,00
1;7;21;42;42;2;0,17
1;7;21;42;42;9;0,15
1;7;21;42;42;12;0,17
1;7;21;42;42;1;0,00
1;7;21;42;42;8;0,00
1;7;21;42;42;11;0,00
1;7;21;42;42;4;77,61
1;7;21;42;42;15;-8,56
1;7;21;42;42;18;-9,42
1;7;21;42;42;19;-8,74
1;7;22;11;57;6;0,00
1;7;22;16;15;16;12,87
1;7;22;25;21;-1;70,00
1;7;22;26;54;3;92,39
1;7;22;52;9;5;0,00
1;7;22;52;9;14;5,00
1;7;22;52;9;13;0,00
1;7;22;52;9;2;0,10
1;7;22;52;9;9;0,09
1;7;22;52;9;12;0,10
1;7;22;52;9;1;0,00
1;7;22;52;9;8;0,00
1;7;22;52;9;11;0,00
1;7;22;52;9;4;81,88
1;7;22;52;9;15;-11,41
1;7;22;52;9;18;-12,24
1;7;22;52;9;19;-12,60
1;7;23;11;16;5;27,00
1;7;23;11;16;14;0,00
1;7;23;11;16;13;20,00
1;7;23;11;16;2;0,19
1;7;23;11;16;9;0,18
1;7;23;11;16;12;0,17
1;7;23;11;16;1;0,00
1;7;23;11;16;8;0,00
1;7;23;11;16;11;0,00
1;7;23;11;16;4;80,98
1;7;23;11;16;15;-11,85
1;7;23;11;16;18;-12,66
1;7;23;11;16;19;-11,96
1;7;23;14;8;3;89,96
1;7;23;22;28;16;9,10
1;7;23;34;20;-1;60,00
1;7;23;52;20;6;0,00
1;8;0;7;50;-1;60,00
1;8;0;14;35;3;85,51
1;8;0;18;26;5;0,00
1;8;0;18;26;14;5,00
1;8;0;18;26;13;7,00
1;8;0;18;26;2;0,07
1;8;0;18;26;9;0,07
1;8;0;18;26;12;0,07
1;8;0;18;26;1;0,00
1;8;0;18;26;8;0,00
1;8;0;18;26;11;0,00
1;8;0;18;26;4;80,54
1;8;0;18;26;15;-13,50
1;8;0;18;26;18;-12,19
1;8;0;18;26;19;-12,06
1;8;0;40;50;6;0,00
1;8;0;53;35;16;6,50
1;8;1;2;42;-1;60,00
1;8;1;3;2;6;8,00
1;8;1;5;50;16;5,04
1;8;1;15;47;5;0,00
1;8;1;15;47;14;22,00
1;8;1;15;47;13;15,00
1;8;1;15;47;2;0,10
1;8;1;15;47;9;0,11
1;8;1;15;47;12;0,10
1;8;1;15;47;1;0,00
1;8;1;15;47;8;0,00
1;8;1;15;47;11;0,00
1;8;1;15;47;4;74,00
1;8;1;15;47;15;-13,50
1;8;1;15;47;18;-14,76
1;8;1;15;47;19;-15,71
1;8;1;26;0;3;85,14
1;8;2;9;48;16;4,60
1;8;2;15;44;6;8,00
1;8;2;33;20;-1;60,00
1;8;2;38;14;5;0,00
1;8;2;38;14;14;9,00
1;8;2;38;14;13;6,00
1;8;2;38;14;2;0,11
1;8;2;38;14;9;0,11
1;8;2;38;14;12;0,10
1;8;2;38;14;1;0,00
1;8;2;38;14;8;0,00
1;8;2;38;14;11;0,00
1;8;2;38;14;4;79,62
1;8;2;38;14;15;-13,50
1;8;2;38;14;18;-13,23
1;8;2;38;14;19;-12,07
1;8;2;50;10;3;85,03
1;8;3;21;7;3;86,40
1;8;3;29;36;5;49,00
1;8;3;29;36;14;28,00
1;8;3;29;36;13;43,00
1;8;3;29;36;2;0,16
1;8;3;29;36;9;0,16
1;8;3;29;36;12;0,15
1;8;3;29;36;1;0,00
1;8;3;29;36;8;0,00
1;8;3;29;36;11;0,00
1;8;3;29;36;4;80,96
1;8;3;29;36;15;-13,50
1;8;3;29;36;18;-14,57
1;8;3;29;36;19;-14,17
1;8;3;47;0;-1;70,00
1;8;3;47;9;16;5,44
1;8;3;56;0;6;40,00
1;8;4;2;41;3;88,37
1;8;4;8;3;16;8,23
1;8;4;10;35;6;22,00
1;8;4;33;19;-1;60,00
1;8;4;49;13;5;26,00
1;8;4;49;13;14;13,00
1;8;4;49;13;13;29,00
1;8;4;49;13;2;0,17
1;8;4;49;13;9;0,17
1;8;4;49;13;12;0,17
1;8;4;49;13;1;0,00
1;8;4;49;13;8;0,00
1;8;4;49;13;11;0,00
1;8;4;49;13;4;77,77
1;8;4;49;13;15;-12,85
1;8;4;49;13;18;-14,01
1;8;4;49;13;19;-14,58
1;8;5;40;24;6;8,00
1;8;5;41;3;5;0,00
1;8;5;41;3;14;16,00
1;8;5;41;3;13;0,00
1;8;5;41;3;2;0,08
1;8;5;41;3;9;0,09
1;8;5;41;3;12;0,08
1;8;5;41;3;1;0,00
1;8;5;41;3;8;0,00
1;8;5;41;3;11;0,00
1;8;5;41;3;4;73,95
1;8;5;41;3;15;-13,50
1;8;5;41;3;18;-13,15
1;8;5;41;3;19;-13,32
1;8;5;43;19;-1;70,00
1;8;5;50;37;3;90,13
1;8;5;56;57;16;11,26
1;8;6;12;17;6;0,00
1;8;6;17;7;5;71,00
1;8;6;17;7;14;10,00
1;8;6;17;7;13;74,00
1;8;6;17;7;2;8935,42
1;8;6;17;7;9;8050,81
1;8;6;17;7;12;8435,03
1;8;6;17;7;1;0,00
1;8;6;17;7;8;0,00
1;8;6;17;7;11;0,00
1;8;6;17;7;4;76,86
1;8;6;17;7;15;-13,50
1;8;6;17;7;18;-12,92
1;8;6;17;7;19;-12,08
1;8;6;27;44;3;103,28
1;8;6;44;35;-1;80,00
1;8;6;53;10;16;23,45
1;8;7;11;35;16;29,09
1;8;7;35;20;3;107,97
1;8;7;39;5;5;0,00
1;8;7;39;5;14;11,00
1;8;7;39;5;13;0,00
1;8;7;39;5;2;8517,66
1;8;7;39;5;9;8909,48
1;8;7;39;5;12;8262,13
1;8;7;39;5;1;1991,00
1;8;7;39;5;8;1945,21
1;8;7;39;5;11;1902,41
1;8;7;39;5;4;97,60
1;8;7;39;5;15;-12,30
1;8;7;39;5;18;-11,08
1;8;7;39;5;19;-10,77
1;8;7;47;59;6;0,00
1;8;7;58;31;-1;70,00
1;8;8;7;27;5;0,00
1;8;8;7;27;14;1,00
1;8;8;7;27;13;9,00
1;8;8;7;27;2;16448,16
1;8;8;7;27;9;16382,37
1;8;8;7;27;12;15642,20
1;8;8;7;27;1;0,00
1;8;8;7;27;8;0,00
1;8;8;7;27;11;0,00
1;8;8;7;27;4;86,12
1;8;8;7;27;15;-10,55
1;8;8;7;27;18;-9,66
1;8;8;7;27;19;-9,18
1;8;8;21;6;16;28,35
1;8;8;26;2;6;0,00
1;8;8;34;26;-1;80,00
1;8;8;43;34;3;107,07
1;8;9;10;58;-1;60,00
1;8;9;18;32;16;26,82
1;8;9;25;56;5;0,00
1;8;9;25;56;14;15,00
1;8;9;25;56;13;0,00
1;8;9;25;56;2;28875,16
1;8;9;25;56;9;26536,27
1;8;9;25;56;12;26767,27
1;8;9;25;56;1;2010,00
1;8;9;25;56;8;1961,76
1;8;9;25;56;11;1832,28
1;8;9;25;56;4;95,25
1;8;9;25;56;15;-11,50
1;8;9;25;56;18;-11,33
1;8;9;25;56;19;-12,17
1;8;9;29;27;6;0,00
1;8;9;37;42;3;107,55
1;8;10;13;16;-1;70,00
1;8;10;14;20;16;24,34
1;8;10;24;6;5;0,00
1;8;10;24;6;14;15,00
1;8;10;24;6;13;0,00
1;8;10;24;6;2;30636,03
1;8;10;24;6;9;30482,85
1;8;10;24;6;12;28583,42
1;8;10;24;6;1;1312,00
1;8;10;24;6;8;1390,72
1;8;10;24;6;11;1495,02
1;8;10;24;6;4;96,26
1;8;10;24;6;15;-7,31
1;8;10;24;6;18;-7,15
1;8;10;24;6;19;-7,15
1;8;10;25;41;3;104,50
1;8;10;40;23;6;0,00
1;8;11;1;46;-1;80,00
1;8;11;9;29;6;16,00
1;8;11;13;22;3;102,18
1;8;11;40;37;16;22,53
1;8;11;48;55;5;0,00
1;8;11;48;55;14;28,00
1;8;11;48;55;13;11,00
1;8;11;48;55;2;71958,07
1;8;11;48;55;9;65194,01
1;8;11;48;55;12;66417,30
1;8;11;48;55;1;0,00
1;8;11;48;55;8;0,00
